num trees;pca;max depth;f1 macro avg
00300;0053;009;0.92;
00300;0053;011;0.95;
00300;0071;003;0.78;
00300;0071;005;0.84;
00300;0071;007;0.89;
00300;0071;009;0.92;
00300;0071;011;0.96;
00300;0154;003;0.75;
00300;0154;005;0.83;
00300;0154;007;0.88;
00300;0154;009;0.93;
00300;0154;011;0.96;
00500;0037;003;0.77;
00500;0037;005;0.84;
00500;0037;007;0.89;
00500;0037;009;0.92;
00500;0037;011;0.95;
00500;0041;003;0.77;
00500;0041;005;0.84;
00500;0041;007;0.88;
00500;0041;009;0.92;
00500;0041;011;0.95;
00500;0053;003;0.77;
00500;0053;005;0.84;
00500;0053;007;0.89;
00500;0053;009;0.92;
00500;0053;011;0.95;
00500;0071;003;0.77;
00500;0071;005;0.84;
00500;0071;007;0.89;
00500;0071;009;0.92;
00500;0071;011;0.96;
00500;0154;003;0.76;
00500;0154;005;0.85;
00500;0154;007;0.89;
00500;0154;009;0.93;
00500;0154;011;0.96;
00700;0037;003;0.77;
00700;0037;005;0.84;
00700;0037;007;0.89;
00700;0037;009;0.92;
00700;0037;011;0.95;
00700;0041;003;0.77;
00700;0041;005;0.84;
00700;0041;007;0.88;
00700;0041;009;0.92;
00700;0041;011;0.95;
00700;0053;003;0.77;
00700;0053;005;0.84;
00700;0053;007;0.89;
00700;0053;009;0.92;
00700;0053;011;0.95;
00700;0071;003;0.77;
00700;0071;005;0.84;
00700;0071;007;0.89;
00700;0071;009;0.92;
00700;0071;011;0.96;
00700;0154;003;0.77;
00700;0154;005;0.84;
00700;0154;007;0.89;
00700;0154;009;0.93;
00700;0154;011;0.96;
01000;0037;003;0.77;
01000;0037;005;0.84;
01000;0037;007;0.88;
01000;0037;009;0.92;
01000;0037;011;0.95;
01000;0041;003;0.77;
01000;0041;005;0.84;
01000;0041;007;0.89;
01000;0041;009;0.92;
01000;0041;011;0.95;
01000;0053;003;0.77;
01000;0053;005;0.85;
01000;0053;007;0.89;
01000;0053;009;0.92;
01000;0053;011;0.95;
01000;0071;003;0.77;
01000;0071;005;0.84;
01000;0071;007;0.89;
01000;0071;009;0.93;
01000;0071;011;0.96;
01000;0154;003;0.76;
01000;0154;005;0.84;
01000;0154;007;0.89;
01000;0154;009;0.93;
01000;0154;011;0.96;
